host_response_rate,host_acceptance_rate,host_neighbourhood,host_total_listings_count,host_has_profile_pic,host_identity_verified,host_is_superhost
1.00,1.00,West Town,0.00,t,t,t
1.00,1.00,West Town,0.00,t,t,t
1.00,1.00,Humboldt Park,0.00,t,t,f
1.00,0.75,Calumet Heights,2.00,t,t,f
1.00,0.69,Oakland,1.00,t,f,f
1.00,0.94,Pilsen,3.00,t,t,t
1.00,0.94,Pilsen,3.00,t,t,t
1.00,0.45,Lakeview,2.00,t,t,f
1.00,0.72,Hyde Park,1.00,t,t,t
1.00,0.94,Pilsen,3.00,t,t,t
1.00,0.80,Lakeview,1.00,t,t,t
1.00,0.92,Uptown,1.00,t,f,t
1.00,0.64,Little Village,10.00,t,f,f
0.43,0.40,Wicker Park,2.00,t,t,f
0.90,0.50,North Park,1.00,t,t,f
N/A,N/A,South Shore,1.00,t,t,f
1.00,1.00,Bronzeville,2.00,t,t,t
N/A,0.00,Andersonville,1.00,t,f,f
N/A,N/A,Portage Park,1.00,t,t,f
1.00,1.00,Hyde Park,1.00,t,t,t
1.00,0.98,,3.00,t,f,f
N/A,N/A,Logan Square,1.00,t,t,f
1.00,1.00,Albany Park,0.00,t,t,t
N/A,N/A,,1.00,t,t,f
1.00,0.80,,0.00,t,f,f
1.00,0.88,Uptown,2.00,t,f,t
1.00,0.25,Lakeview,1.00,t,t,f
1.00,1.00,Andersonville,1.00,t,t,t
N/A,N/A,,4.00,t,t,t
1.00,0.88,Uptown,2.00,t,f,t
0.70,0.00,Uptown,2.00,t,t,f
N/A,N/A,Lincoln Square,1.00,t,t,f
N/A,N/A,Bronzeville,2.00,t,t,t
0.93,0.98,,1.00,t,t,f
N/A,N/A,Pilsen,1.00,t,t,f
N/A,N/A,Wicker Park,1.00,t,t,f
1.00,0.00,Old Town,1.00,t,t,f
1.00,0.95,South Shore,6.00,t,t,f
N/A,N/A,,1.00,t,t,f
N/A,N/A,Ukrainian Village,1.00,t,t,f
1.00,1.00,Gold Coast,19.00,t,t,t
1.00,1.00,McKinley Park,3.00,t,t,f
N/A,N/A,Pullman,1.00,t,t,f
N/A,1.00,,3.00,t,t,t
1.00,1.00,Lincoln Square,1.00,t,t,t
1.00,0.98,Albany Park,3.00,t,t,t
1.00,0.25,Humboldt Park,1.00,t,t,t
N/A,N/A,Gold Coast,1.00,t,f,f
N/A,N/A,Bridgeport,7.00,t,t,f
N/A,N/A,Uptown,2.00,t,t,f
N/A,N/A,,1.00,t,t,t
1.00,0.84,Rogers Park,1.00,t,t,t
N/A,N/A,South Loop/Printers Row,1.00,t,t,t
1.00,0.60,,2.00,t,t,f
1.00,1.00,Old Town,1.00,t,t,t
1.00,0.98,Lakeview,1.00,t,t,t
N/A,N/A,Little Italy/UIC,1.00,t,f,f
1.00,0.95,Humboldt Park,2.00,t,t,t
0.90,0.80,Lincoln Square,4.00,t,t,t
1.00,0.93,Irving Park,1.00,t,f,t
N/A,N/A,,1.00,t,t,f
1.00,0.97,Ashburn,0.00,t,t,f
1.00,0.80,Logan Square,2.00,t,t,f
N/A,0.00,West Town/Noble Square,1.00,t,t,f
N/A,N/A,West Ridge,1.00,t,t,f
1.00,0.75,Calumet Heights,2.00,t,t,f
1.00,0.78,Little Village,0.00,t,f,f
N/A,N/A,Ashburn,1.00,t,t,f
1.00,1.00,Avondale,0.00,t,t,f
1.00,0.94,Irving Park,1.00,t,f,t
N/A,N/A,Uptown,1.00,t,f,f
1.00,0.70,Edgewater,6.00,t,t,f
0.93,0.88,Logan Square,3.00,t,t,t
N/A,N/A,Pilsen,1.00,t,t,f
1.00,0.00,Bronzeville,0.00,t,t,f
1.00,0.88,Garfield Park,1.00,t,t,f
1.00,0.75,Calumet Heights,2.00,t,t,f
N/A,0.95,Barton Hills,1.00,t,t,f
0.91,0.98,Lincoln Park,17.00,t,t,f
N/A,N/A,Near North Side,0.00,t,t,f
1.00,0.90,Morgan Park,1.00,t,f,f
N/A,N/A,Wicker Park,1.00,t,t,t
N/A,N/A,Lincoln Square,0.00,t,t,f
N/A,0.00,Bucktown,1.00,t,f,f
0.83,0.38,River North,35.00,t,f,f
1.00,0.98,Hermosa,5.00,t,t,f
0.97,0.82,Back of the Yards,9.00,t,t,f
1.00,0.50,West Ridge,1.00,t,t,f
0.97,0.20,Garfield Park,1.00,t,t,f
1.00,1.00,Jefferson Park,1.00,t,t,f
0.14,0.87,Uptown,6.00,t,t,f
1.00,0.44,South Shore,1.00,t,t,f
1.00,0.75,Calumet Heights,2.00,t,t,f
N/A,1.00,East Side,1.00,t,t,t
1.00,0.90,Los Feliz,6.00,t,t,t
1.00,1.00,Lake View East,0.00,t,f,f
N/A,1.00,Ravenswood,0.00,t,f,f
1.00,0.97,Portage Park,2.00,t,t,t
N/A,0.67,Chicago Loop,0.00,t,t,f
1.00,0.89,Sheridan Park,6.00,t,t,f
1.00,1.00,Irving Park,29.00,t,t,t
1.00,0.93,Rogers Park,0.00,t,f,f
N/A,N/A,East Pilsen,0.00,t,t,f
0.00,N/A,Belmont Heights,1.00,t,t,f
N/A,0.80,West Loop,0.00,t,t,f
1.00,0.82,West Town,0.00,t,t,f
1.00,1.00,Chicago Loop,1.00,t,t,t
1.00,1.00,Montclare,0.00,t,f,t
1.00,0.71,Irving Park,12.00,t,t,t
1.00,1.00,Uptown,0.00,t,f,f
0.25,0.67,Little Italy,1.00,t,f,f
1.00,0.94,South Shore,4.00,t,t,f
1.00,1.00,Lincoln Park,2.00,t,t,f
1.00,1.00,West Ridge,0.00,t,f,f
1.00,1.00,West Town,0.00,t,t,f
N/A,N/A,Humboldt Park,0.00,t,t,f
0.94,1.00,Uptown,1.00,t,t,f
1.00,1.00,Kenwood,0.00,t,t,f
1.00,1.00,Uptown,2.00,t,t,t
1.00,0.94,North Center,1.00,t,t,t
N/A,N/A,,4.00,t,t,t
N/A,N/A,Logan Square,1.00,t,f,t
1.00,1.00,North Center,1.00,t,t,t
1.00,0.98,Logan Square,3.00,t,t,f
1.00,0.94,Lincoln Park,4.00,t,t,t
1.00,1.00,Bridgeport,1.00,t,t,t
1.00,1.00,Beverly,1.00,t,t,t
1.00,0.92,Portage Park,1.00,t,f,f
0.90,1.00,,1.00,t,f,t
1.00,0.95,Logan Square,0.00,t,t,f
N/A,N/A,,7.00,t,t,f
1.00,0.97,McKinley Park,1.00,t,t,t
0.98,0.81,Near West Side,22.00,t,t,t
N/A,1.00,River North,0.00,t,t,f
1.00,0.99,Garfield Park,0.00,t,t,t
1.00,0.98,West Town,1.00,t,t,t
1.00,1.00,Lincoln Square,0.00,t,t,t
1.00,0.91,Bronzeville,2.00,t,f,t
1.00,0.85,Chinatown,2.00,t,t,t
1.00,0.67,West Loop/Greektown,1.00,t,t,f
1.00,0.98,Hermosa,5.00,t,t,f
1.00,1.00,Brighton Park,1.00,t,t,t
0.90,0.81,Irving Park,3.00,t,t,t
N/A,N/A,Uptown,1.00,t,t,t
N/A,N/A,Wicker Park,1.00,t,t,t
N/A,N/A,,7.00,t,t,f
1.00,0.93,Woodlawn,0.00,t,t,t
N/A,N/A,Bridgeport,7.00,t,t,f
N/A,N/A,Old Town,0.00,t,t,f
0.88,0.84,Gold Coast,0.00,t,t,t
1.00,0.91,North Lawndale,0.00,t,f,t
0.98,0.86,Logan Square,9.00,t,t,t
1.00,1.00,West Town,0.00,t,t,t
N/A,1.00,,1.00,t,t,t
1.00,1.00,Uptown,1.00,t,f,t
1.00,0.88,,1.00,t,t,t
1.00,1.00,Rogers Park,8.00,t,t,f
1.00,0.81,River North,1.00,t,t,f
0.94,1.00,Pilsen,12.00,t,t,f
N/A,N/A,Rogers Park,1.00,t,t,f
0.98,0.81,Near West Side,22.00,t,t,t
1.00,0.73,Bridgeport,2.00,t,t,f
0.94,1.00,Pilsen,12.00,t,t,f
0.93,0.83,Near West Side,2.00,t,t,f
1.00,0.77,Grand Crossing,2.00,t,f,t
0.98,0.81,Near West Side,22.00,t,t,t
0.98,0.81,Near West Side,22.00,t,t,t
0.98,0.81,Near West Side,22.00,t,t,t
1.00,1.00,Lower West Side,1.00,t,t,t
1.00,1.00,Lake View East,0.00,t,t,t
0.75,0.86,Greater Grand Crossing,0.00,t,t,f
1.00,0.00,Lake View East,1.00,t,t,f
0.80,0.61,West Town,6.00,t,t,f
1.00,1.00,Bridgeport,2.00,t,f,f
1.00,0.98,Bronzeville,2.00,t,t,f
0.96,0.79,West Town/Noble Square,6.00,t,f,t
1.00,1.00,Garfield Park,1.00,t,t,f
N/A,N/A,River North,1.00,t,t,f
N/A,N/A,West Town/Noble Square,2.00,t,t,f
0.95,1.00,Pilsen,2.00,t,f,t
0.98,0.81,Near West Side,22.00,t,t,t
0.96,0.83,Garfield Park,3.00,t,f,f
1.00,1.00,,1.00,t,t,f
1.00,0.96,Rogers Park,2.00,t,t,t
1.00,1.00,Albany Park,0.00,t,t,t
0.67,N/A,Portage Park,0.00,t,t,f
0.00,0.88,Lower West Side,4.00,t,t,t
N/A,N/A,,2.00,t,t,f
0.94,1.00,Pilsen,12.00,t,t,f
1.00,0.40,Edgewater,2.00,t,t,t
0.46,0.56,Logan Square,3.00,t,t,f
1.00,0.50,Uptown,1.00,t,t,f
1.00,0.25,South Shore,2.00,t,t,t
0.93,0.79,Lakeview,7.00,t,t,t
0.93,0.79,Lakeview,7.00,t,t,t
1.00,0.45,Lakeview,2.00,t,t,f
1.00,0.97,Hyde Park,3.00,t,f,t
1.00,0.71,Lincoln Square,1.00,t,t,f
1.00,0.00,Dunning,1.00,t,t,t
1.00,1.00,Lakeview,1.00,t,f,t
1.00,0.67,Lincoln Park,2.00,t,t,f
1.00,1.00,Old Town,3.00,t,t,t
1.00,N/A,,1.00,t,f,f
0.00,0.50,,1.00,t,t,f
1.00,1.00,Lakeview,1.00,t,t,f
N/A,N/A,Lincoln Square,1.00,t,t,f
0.88,0.75,Hyde Park,3.00,t,t,f
0.80,0.50,Logan Square,1.00,t,f,f
N/A,N/A,Logan Square,1.00,t,t,f
1.00,0.96,Pilsen,2.00,t,t,t
N/A,N/A,North Center,1.00,t,t,f
N/A,N/A,Englewood,1.00,f,f,f
1.00,1.00,Rogers Park,8.00,t,t,f
N/A,N/A,Humboldt Park,1.00,t,f,f
N/A,N/A,Lakeview,1.00,t,t,f
N/A,N/A,Lakeview,1.00,t,t,f
N/A,N/A,Albany Park,1.00,t,f,f
1.00,0.92,,1.00,t,t,f
1.00,1.00,Norwood Park,3.00,t,t,t
1.00,0.40,Belmont Cragin,2.00,t,t,t
0.95,1.00,Pilsen,2.00,t,f,t
0.67,0.80,South Shore,4.00,t,t,f
1.00,0.78,Edgewater Glen,2.00,t,t,f
N/A,N/A,North Center,1.00,t,t,f
1.00,0.40,Belmont Cragin,2.00,t,t,t
1.00,0.98,,1.00,t,t,t
N/A,N/A,Humboldt Park,1.00,t,t,f
N/A,N/A,O'Hare,1.00,t,t,t
0.99,0.99,Garfield Park,116.00,t,t,f
N/A,N/A,,7.00,t,t,f
N/A,N/A,,1.00,t,t,f
1.00,0.95,West Town,1.00,t,f,t
1.00,0.92,Norwood Park,2.00,t,t,f
0.43,0.67,,1.00,t,t,f
N/A,N/A,Avondale,0.00,t,f,f
1.00,0.99,Wicker Park,16.00,t,t,t
1.00,0.99,Wicker Park,16.00,t,t,t
1.00,0.99,Wicker Park,16.00,t,t,t
N/A,N/A,River West,1.00,t,f,f
1.00,1.00,Back of the Yards,2.00,t,f,t
0.98,0.81,Near West Side,22.00,t,t,t
1.00,1.00,Bronzeville,0.00,t,f,t
N/A,N/A,West Town,0.00,t,t,f
0.50,0.00,Hyde Park,1.00,t,t,f
N/A,1.00,Lake View East,0.00,t,f,t
1.00,1.00,Humboldt Park,6.00,t,t,f
1.00,0.98,Rogers Park,0.00,t,t,f
1.00,0.98,Rogers Park,0.00,t,t,f
1.00,0.78,Gold Coast,2.00,t,t,f
N/A,N/A,West Town,1.00,t,t,t
1.00,0.78,Edgewater Glen,2.00,t,t,f
0.93,1.00,Lower West Side,5.00,t,t,f
0.50,0.00,Hyde Park,0.00,f,t,f
1.00,0.97,South Loop,0.00,t,t,f
1.00,0.88,Rogers Park,4.00,t,t,t
1.00,0.88,Rogers Park,4.00,t,t,t
1.00,0.96,Woodlawn,1.00,t,f,t
0.94,1.00,Pilsen,12.00,t,t,f
0.93,0.79,Lakeview,7.00,t,t,t
1.00,0.33,Humboldt Park,2.00,t,f,t
N/A,N/A,Irving Park,1.00,t,t,f
1.00,1.00,Portage Park,2.00,t,t,t
1.00,1.00,Bronzeville,1.00,t,t,f
0.80,0.67,Little Italy/UIC,2.00,t,t,f
1.00,0.98,Edgewater,52.00,t,t,t
1.00,1.00,Gold Coast,19.00,t,t,t
N/A,N/A,,1.00,t,t,f
N/A,N/A,,2.00,t,t,f
1.00,1.00,Chinatown,4.00,t,t,t
0.94,1.00,Pilsen,12.00,t,t,f
N/A,N/A,Lakeview,1.00,t,t,f
0.98,0.81,Near West Side,22.00,t,t,t
1.00,0.71,Irving Park,12.00,t,t,t
1.00,1.00,Andersonville,13.00,t,t,f
N/A,N/A,Uptown,0.00,t,f,f
1.00,0.50,Bridgeport,1.00,t,t,f
N/A,N/A,,6.00,t,t,f
0.88,0.91,Avondale,1.00,t,t,t
N/A,N/A,West Town,0.00,t,t,f
1.00,1.00,North Mayfair,0.00,t,f,t
1.00,0.99,Schorsch Village,6.00,t,t,t
1.00,0.93,Irving Park,0.00,t,f,f
1.00,1.00,West Town,0.00,t,t,t
1.00,0.99,,2.00,t,t,t
1.00,1.00,Humboldt Park,2.00,t,f,t
1.00,1.00,Humboldt Park,2.00,t,f,t
N/A,0.00,Garfield Park,1.00,t,t,f
N/A,N/A,Logan Square,0.00,t,t,t
N/A,N/A,,1.00,t,t,f
1.00,0.89,Logan Square,3.00,t,t,t
N/A,N/A,Edgewater,0.00,t,t,t
1.00,0.96,Rogers Park,2.00,t,t,t
N/A,N/A,,0.00,t,t,f
1.00,0.76,Kenwood,15.00,t,t,t
N/A,N/A,,0.00,t,t,f
1.00,0.65,Little Italy/UIC,0.00,t,t,t
1.00,0.99,Near North Side,3.00,t,t,f
1.00,0.86,Logan Square,2.00,t,t,t
1.00,1.00,Irving Park,2.00,t,t,t
1.00,1.00,Little Italy,25.00,t,t,f
1.00,0.71,Irving Park,12.00,t,t,t
N/A,N/A,Bucktown,1.00,t,t,f
0.95,0.42,Edgewater,6.00,t,t,f
1.00,1.00,,1.00,t,t,t
N/A,N/A,,1.00,t,f,f
1.00,1.00,Irving Park,1.00,t,t,t
1.00,1.00,Pilsen,0.00,t,t,t
1.00,1.00,Jefferson Park,1.00,t,t,f
N/A,N/A,Uptown,1.00,t,t,f
1.00,0.98,Irving Park,7.00,t,t,f
1.00,1.00,Lake View East,0.00,t,t,t
1.00,0.89,Sheridan Park,6.00,t,t,f
1.00,1.00,Edgewater,1.00,t,f,t
0.95,0.90,Lakeview,7.00,t,f,f
N/A,N/A,South Lawndale,1.00,t,t,f
1.00,0.38,Lower West Side,0.00,t,t,f
1.00,1.00,West Town,0.00,t,t,t
N/A,0.00,Lincoln Park,1.00,t,t,t
1.00,1.00,Lincoln Park,2.00,t,t,f
0.96,0.79,West Town/Noble Square,6.00,t,f,t
N/A,N/A,,4.00,t,t,t
1.00,N/A,Rogers Park,3.00,t,t,f
0.96,0.79,West Town/Noble Square,6.00,t,f,t
N/A,0.96,Oakland,1.00,t,t,t
1.00,0.93,Irving Park,1.00,t,t,f
N/A,N/A,,1.00,t,t,f
N/A,N/A,,7.00,t,t,f
N/A,0.95,Pilsen,1.00,t,t,f
1.00,0.99,Wicker Park,16.00,t,t,t
1.00,1.00,Lake View East,0.00,t,t,t
0.95,0.90,Lakeview,7.00,t,f,f
1.00,0.89,Sheridan Park,6.00,t,t,f
N/A,N/A,,1.00,t,t,f
0.90,0.74,Lower West Side,1.00,t,t,f
1.00,0.96,Ukrainian Village,2.00,t,t,t
1.00,0.75,Beverly,1.00,t,t,t
1.00,0.44,Pilsen,2.00,t,t,t
1.00,1.00,Hyde Park,2.00,t,f,f
0.85,0.53,Pilsen,2.00,t,t,f
0.90,0.75,Edgewater,1.00,t,t,f
1.00,0.40,Edgewater,2.00,t,t,t
1.00,0.00,Uptown,2.00,t,t,t
N/A,1.00,,1.00,t,t,f
1.00,0.00,West Ridge,2.00,t,f,f
1.00,1.00,Near West Side,14.00,t,t,t
1.00,0.75,,2.00,t,f,f
N/A,0.00,Logan Square,1.00,t,t,f
1.00,0.97,Jefferson Park,1.00,t,t,t
1.00,0.94,Portage Park,1.00,t,t,t
N/A,N/A,Irving Park,1.00,t,t,t
0.88,0.75,Hyde Park,3.00,t,t,f
1.00,0.91,Ukrainian Village,1.00,t,t,t
1.00,1.00,Rogers Park,1.00,t,f,t
N/A,N/A,Wrigleyville,1.00,t,f,f
1.00,0.40,,1.00,t,f,f
N/A,N/A,River North,1.00,t,t,f
N/A,N/A,Ukrainian Village,3.00,t,f,f
N/A,N/A,,13.00,t,t,f
N/A,N/A,Hermosa,0.00,t,t,f
N/A,N/A,Little Italy/UIC,1.00,t,t,t
1.00,0.99,Little Italy/UIC,3.00,t,t,t
1.00,1.00,,2.00,t,t,t
0.90,0.93,Irving Park,3.00,t,t,t
N/A,N/A,Lakeview,1.00,t,f,f
1.00,0.93,,3.00,t,t,t
N/A,N/A,Lakeview,1.00,t,f,f
0.97,0.89,Chinatown,17.00,t,f,f
N/A,0.29,Avalon Park,1.00,t,t,f
0.00,0.00,Logan Square,1.00,t,t,f
1.00,0.88,Avondale,4.00,t,t,f
0.50,0.77,Rogers Park,0.00,t,t,f
1.00,1.00,Rogers Park,1.00,t,t,f
0.98,0.81,Near West Side,22.00,t,t,t
1.00,1.00,Lakeview,1.00,t,t,f
N/A,N/A,Bronzeville,1.00,t,t,f
N/A,N/A,Loop,1.00,t,t,f
0.97,0.89,Chinatown,17.00,t,f,f
0.97,0.89,Chinatown,17.00,t,f,f
0.93,0.79,Lakeview,7.00,t,t,t
0.95,0.90,Lakeview,7.00,t,f,f
1.00,N/A,West Town,1.00,t,t,f
0.90,N/A,Bronzeville,0.00,t,t,f
1.00,1.00,Rogers Park,1.00,t,f,t
N/A,N/A,,2.00,t,t,f
1.00,0.64,Lakeview,1.00,t,f,f
1.00,0.98,River North,4.00,t,t,t
1.00,1.00,,1.00,t,t,f
N/A,N/A,Lincoln Square,3.00,t,t,f
1.00,0.72,Portage Park,16.00,t,t,t
1.00,0.72,Portage Park,16.00,t,t,t
1.00,0.94,,1.00,t,t,t
1.00,1.00,Lakeview,2.00,t,t,t
1.00,1.00,Norwood Park,3.00,t,t,t
1.00,1.00,Gold Coast,19.00,t,t,t
0.98,0.84,Edgewater,7.00,t,f,t
1.00,1.00,Avondale,4.00,t,t,t
N/A,N/A,Logan Square,3.00,t,f,f
0.98,0.84,Edgewater,7.00,t,f,t
1.00,0.72,Portage Park,16.00,t,t,t
1.00,0.72,Portage Park,16.00,t,t,t
N/A,N/A,,7.00,t,t,f
N/A,N/A,,1.00,t,t,f
0.94,0.98,Lincoln Park,3.00,t,t,f
0.94,0.98,Lincoln Park,3.00,t,t,f
0.94,0.98,Lincoln Park,3.00,t,t,f
1.00,0.89,Bridgeport,2.00,t,t,f
1.00,1.00,Uptown,17.00,t,t,f
1.00,1.00,Irving Park,29.00,t,t,t
1.00,1.00,Lake View East,0.00,t,t,t
1.00,0.80,Greater Grand Crossing,3.00,t,t,f
1.00,0.95,Ukrainian Village,2.00,t,f,t
N/A,N/A,Lakeview,1.00,t,t,t
1.00,0.96,Logan Square,1.00,t,t,t
1.00,0.00,Washington Park,2.00,t,t,f
1.00,1.00,Lincoln Park,2.00,t,t,f
1.00,0.99,Bronzeville,1.00,t,t,t
1.00,0.77,Bronzeville,5.00,t,t,t
1.00,0.94,Lincoln Park,4.00,t,t,t
1.00,1.00,Rogers Park,8.00,t,t,f
1.00,1.00,Bridgeport,1.00,t,t,t
1.00,0.89,Bridgeport,2.00,t,t,f
0.92,0.61,Little Italy/UIC,3.00,t,f,t
1.00,0.86,Lincoln Square,2.00,t,t,f
N/A,0.00,,1.00,t,t,f
1.00,0.99,Schorsch Village,6.00,t,t,t
1.00,1.00,Lake View East,0.00,t,t,t
1.00,0.90,Logan Square,1.00,t,t,t
1.00,0.91,North Lawndale,0.00,t,f,t
1.00,0.91,North Lawndale,0.00,t,f,t
1.00,0.72,Portage Park,16.00,t,t,t
0.95,0.90,Lakeview,7.00,t,f,f
1.00,1.00,West Town,0.00,t,t,t
1.00,0.98,River North,4.00,t,t,t
1.00,0.64,Little Village,10.00,t,f,f
1.00,N/A,Rogers Park,3.00,t,t,f
1.00,1.00,Edgewater,3.00,t,t,t
1.00,0.97,Kenwood,9.00,t,t,t
1.00,0.97,Kenwood,9.00,t,t,t
1.00,0.98,Rogers Park,1.00,t,f,t
1.00,0.96,Norwood Park,1.00,t,t,f
1.00,0.99,Bronzeville,5.00,t,t,f
1.00,0.62,Back of the Yards,3.00,t,t,f
1.00,0.93,Washington Park,4.00,t,t,t
1.00,1.00,Uptown,3.00,t,t,f
N/A,N/A,Rogers Park,0.00,t,f,f
1.00,0.95,Archer Heights,2.00,t,t,t
1.00,1.00,Lake View East,0.00,t,t,t
1.00,0.92,West Ridge,16.00,t,t,f
1.00,1.00,Bucktown,2.00,t,t,f
N/A,N/A,Logan Square,1.00,t,t,f
1.00,0.90,Humboldt Park,4.00,t,t,t
0.98,0.86,Logan Square,9.00,t,t,t
N/A,N/A,Wicker Park,2.00,t,t,f
1.00,1.00,Rogers Park,8.00,t,t,f
1.00,1.00,North Center,1.00,t,f,t
1.00,0.98,Near West Side,2.00,t,t,f
0.00,0.70,Wicker Park,1.00,t,f,f
N/A,N/A,,7.00,t,t,f
1.00,0.98,Logan Square,3.00,t,t,f
1.00,1.00,Irving Park,29.00,t,t,t
0.95,0.90,Lakeview,7.00,t,f,f
1.00,0.94,Old Town,2.00,t,t,t
N/A,N/A,,1.00,t,t,f
N/A,N/A,Rogers Park,1.00,t,t,f
1.00,0.99,Humboldt Park,3.00,t,t,t
N/A,0.80,West Ridge,3.00,t,t,t
N/A,0.00,Hermosa,2.00,t,t,f
1.00,1.00,Little Village,1.00,t,f,t
N/A,N/A,Wicker Park,1.00,t,t,f
1.00,0.99,Lakeview,5.00,t,t,f
1.00,0.85,West Ridge,2.00,t,t,t
1.00,1.00,Logan Square,1.00,t,t,t
1.00,1.00,Edgewater,3.00,t,t,t
1.00,N/A,,1.00,t,t,t
N/A,N/A,South Loop/Printers Row,1.00,t,t,f
1.00,0.96,Logan Square,0.00,t,f,f
1.00,0.94,Lincoln Park,4.00,t,t,t
1.00,1.00,Albany Park,1.00,t,f,f
N/A,0.00,West Ridge,0.00,t,f,f
N/A,N/A,,1.00,t,t,f
1.00,1.00,South Chicago,1.00,t,f,f
1.00,0.97,Kenwood,9.00,t,t,t
N/A,N/A,Humboldt Park,1.00,t,f,f
N/A,N/A,Little Village,1.00,t,t,f
N/A,N/A,Bucktown,1.00,t,t,f
N/A,N/A,,1.00,t,t,f
N/A,N/A,Ukrainian Village,1.00,t,t,f
1.00,0.87,Pilsen,1.00,t,t,f
1.00,1.00,McKinley Park,3.00,t,t,f
1.00,1.00,McKinley Park,3.00,t,t,f
N/A,N/A,,1.00,t,f,f
N/A,N/A,,1.00,t,f,f
N/A,N/A,Humboldt Park,2.00,t,f,f
N/A,N/A,Rogers Park,3.00,t,t,f
0.71,0.50,Bridgeport,1.00,t,t,f
N/A,0.67,Edgewater,2.00,t,t,f
0.98,0.84,Edgewater,7.00,t,f,t
N/A,N/A,Lakeview,1.00,t,f,f
N/A,N/A,Back of the Yards,3.00,t,t,f
N/A,N/A,Bridgeport,7.00,t,t,f
N/A,N/A,Loop,1.00,t,t,f
N/A,N/A,Bronzeville,1.00,t,t,f
N/A,1.00,,2.00,t,t,t
0.30,0.84,Lincoln Park,1.00,t,t,f
N/A,N/A,Wicker Park,4.00,t,t,f
0.90,0.90,West Ridge,2.00,t,f,f
0.00,0.11,North Park,1.00,t,f,f
1.00,1.00,Austin,3.00,t,t,t
0.83,0.43,,1.00,t,t,f
N/A,N/A,,2.00,t,t,f
N/A,N/A,Lincoln Park,1.00,t,t,f
N/A,N/A,Irving Park,0.00,t,f,f
N/A,N/A,Portage Park,0.00,t,t,t
0.98,0.81,Near West Side,22.00,t,t,t
0.98,0.81,Near West Side,22.00,t,t,t
N/A,N/A,Wrigleyville,1.00,t,f,f
N/A,N/A,Avondale,3.00,t,t,f
1.00,0.99,Near North Side,3.00,t,t,f
N/A,N/A,Avondale,1.00,t,t,t
1.00,0.95,Washington Park,4.00,t,t,t
N/A,N/A,,1.00,t,t,f
0.70,0.33,,1.00,t,t,f
1.00,N/A,,1.00,t,f,f
N/A,N/A,,2.00,t,t,f
N/A,N/A,Bridgeport,7.00,t,t,f
1.00,0.73,Irving Park,0.00,t,t,t
0.40,0.58,Little Italy,1.00,t,t,f
N/A,N/A,,2.00,t,t,f
N/A,N/A,River North,0.00,t,f,f
1.00,0.00,Bridgeport,1.00,t,f,f
N/A,1.00,Chicago Loop,3.00,t,t,f
N/A,N/A,North Lawndale,0.00,t,f,f
0.14,0.87,Uptown,6.00,t,t,f
1.00,1.00,Humboldt Park,6.00,t,t,f
1.00,1.00,Humboldt Park,6.00,t,t,f
N/A,0.50,West Loop,0.00,t,t,f
0.14,0.87,Uptown,6.00,t,t,f
1.00,0.71,Garfield Park,1.00,t,t,f
1.00,1.00,Lake View,1.00,t,t,f
1.00,0.99,Humboldt Park,3.00,t,t,t
0.94,1.00,Pilsen,12.00,t,t,f
N/A,N/A,Hyde Park,3.00,t,t,t
1.00,1.00,Bucktown,2.00,t,t,f
1.00,0.64,Little Village,10.00,t,f,f
1.00,0.98,Garfield Park,1.00,t,t,f
N/A,1.00,North Center,2.00,t,t,t
1.00,0.77,Bronzeville,5.00,t,t,t
N/A,N/A,,2.00,t,t,t
1.00,0.90,West Ridge,2.00,t,t,t
1.00,0.95,West Town/Noble Square,1.00,t,f,f
N/A,0.00,,1.00,t,t,f
1.00,0.98,Armour Square,6.00,t,t,f
1.00,0.98,Armour Square,6.00,t,t,f
1.00,0.99,Lincoln Square,0.00,t,f,t
N/A,1.00,North Center,2.00,t,t,t
1.00,0.98,Armour Square,6.00,t,t,f
1.00,1.00,Belmont Cragin,1.00,t,f,t
N/A,N/A,,1.00,t,f,t
1.00,1.00,Gold Coast,19.00,t,t,t
N/A,N/A,,3.00,t,t,t
N/A,N/A,Bronzeville,1.00,t,t,t
N/A,N/A,,1.00,t,f,f
N/A,N/A,Wicker Park,2.00,t,t,f
1.00,1.00,Chinatown,4.00,t,t,t
1.00,1.00,Chinatown,4.00,t,t,t
1.00,0.88,Bridgeport,0.00,t,f,f
1.00,0.94,Wicker Park,1.00,t,t,f
1.00,1.00,Norwood Park,1.00,t,f,t
1.00,0.64,Bronzeville,5.00,t,t,f
N/A,0.75,Irving Park,1.00,t,t,f
0.93,0.98,Irving Park,0.00,t,t,t
1.00,1.00,Uptown,17.00,t,t,f
1.00,1.00,Uptown,17.00,t,t,f
0.90,0.97,Jefferson Park,5.00,t,t,f
0.90,0.97,Jefferson Park,5.00,t,t,f
1.00,0.99,Schorsch Village,6.00,t,t,t
1.00,1.00,Lake View East,0.00,t,t,t
0.92,0.92,Uptown,2.00,t,t,f
0.82,0.75,Englewood,7.00,t,t,f
0.91,0.98,Lincoln Park,17.00,t,t,f
0.93,0.82,West Ridge,1.00,t,t,f
1.00,0.98,Humboldt Park,7.00,t,t,t
N/A,N/A,North Park,1.00,t,f,f
N/A,0.00,Edgewater,1.00,t,t,t
1.00,0.92,Belmont Cragin,2.00,t,t,t
1.00,1.00,Pilsen,3.00,t,t,t
